ID;SOURCE;AUTEUR;GROUPE;DATE;PERIODE;TEXTE;MOTS_CLES;STANCE;INTENSITE;CIBLE;CADRAGE;NOTES
0184;Twitter;gabriellecthl;LFI-NFP;2026-01-05;P7_cessez_feu;"Selon les sources, entre 40 et 80 personnes ont été tuées par l’agression américaine au Venezuela.

Avant cela, entre 80 et 100 personnes sont mortes sous les bombardements de bateaux en mer depuis septembre 2025.

Mais que vaut la vie de quelques vénézuéliens et cubains pour le service public d’information…";bombardement, bombardements;;;;;
0185;Twitter;portes_thomas;LFI-NFP;2024-01-17;P2_offensive;"Les ministres changent, la ligne politique macroniste de soutien aux criminels de guerre israéliens continue. 
Vos mains sont tachées du sang des milliers de palestiniens massacrés et affamés par l’armée israélienne. 
L’histoire vous jugera comme complice d’un génocide.";palestiniens, israelien, israel, israeliens, palestinien, israelienne, armee israelienne, genocide, massacre;;;;;
0186;Twitter;simonnetdeputee;ECO-NFP;2024-04-17;P3_post_cij;"Interdire le meeting de @JLMelenchon et de @RimaHas est une atteinte aux libertés. 

Cette censure en pleine campagne électorale est inacceptable. 

Pour la paix, le cessez-le-feu, le respect du droit international, nous ne nous tairons pas.

#Lille";droit international, cessez-le-feu;;;;;
0187;Assemblee;Mme Mathilde Panot;LFI-NFP;2025-06-11;P7_cessez_feu;monsieur le premier ministre ou etes vous ou est la france mourir de faim ou mourir d une balle avez vous vu les images insoutenables des palestiniens abattus par l armee israelienne alors qu ils venaient juste chercher de l aide alimentaire ou etes vous que dites vous combien de crimes encore allez vous laisser commettre avant de prendre enfin des sanctions contre l extreme droite de netanyahou applaudissements sur les bancs du groupe lfi nfp m edouard benard applaudit egalement ou etes vous que faites vous la flottille de la liberte elle a vogue pour briser le blocus de l aide humanitaire des clowns et autres exclamations sur les bancs du groupe rn c est la fierte de la france que l equipage compte six de nos concitoyens dont une representante du peuple francais applaudissements sur les ...;palestiniens, israelien, israel, netanyahou, palestinien, israelienne, armee israelienne, blocus, aide humanitaire;;;;;
0188;Twitter;alma_dufour;LFI-NFP;2025-10-08;P7_cessez_feu;À Rouen, rendez-vous à 17h30 Théâtre des Arts pour exiger la libération d'Alma Dufour et de tous les équipages de Thousand Madleens to Gaza.;gaza;;;;;
0189;Assemblee;M. François Bayrou;EPR;2025-06-25;P7_cessez_feu;nous mobilisons tous les moyens pour obtenir leur liberation immediate la france compte 985 ressortissants en iran dont 373 ont exprime leur souhait de quitter le pays en israel ou vit une importante communaute francaise 1 500 personnes demandent a revenir dont 200 urgemment des moyens civils et militaires aeriens et maritimes sont deployes d autres en cours de deploiement ils ont permis a plus d un millier de francais de quitter l iran et israel comme vous l avez annonce monsieur le ministre de l europe et des affaires etrangeres je remercie l ensemble des services de l etat en france et dans la region pour leur entiere mobilisation en soutien a nos ressortissants face au retour des empires qui dechirent le paysage mondial face au retour des volontes dominatrices et de la violence desinhi...;israelien, israel, israeliens, gaza, gouvernement israelien, civils, otage, otages;;;;;
0190;Assemblee;Mme Laurence Boone;REN;2023-05-04;P0_pre_7oct;nous rejetons ce vocable d abord parce qu il porte une charge lourde renvoyant a des souffrances epouvantables et a des memoires meurtries survenues dans des circonstances bien particulieres celles de l afrique du sud comme l a justement rappele la presidente berge le detournement de la memoire des morts ne sert pas la cause de la paix nous le rejetons ensuite parce que notre seul objectif celui que chacun ici devrait avoir est que la securite de tous les civils israeliens comme palestiniens soit garantie or votre escalade rhetorique n y aide pas comme l a souligne le depute guedj vous vous livrez je le crois a de perilleuses surencheres je souhaite aussi rappeler les mots du president de la republique il y a trop souvent chez certains derriere des affirmations antisionistes un discours ho...;palestiniens, israelien, israel, israeliens, palestine, palestinien, antisemitisme, solution a deux etats, civils, deux etats, sioniste, antisioniste;;;;;
0191;Twitter;deputee_obono;LFI-NFP;2024-11-27;P6_mandats_cpi;La « diplomatie » macroniste, ou quand l'indignité le dispute à la lacheté. #CPI #NetanyahuWarCriminal;netanyahu, cpi;;;;;
0192;Twitter;alma_dufour;LFI-NFP;2024-10-16;P5_escalade;"📌 L’Etat doit prendre ses responsabilités :
Le Gouvernement français refuse toujours de cesser l'exportation d'armes et de logiciel militaire envers Israël qui commet un génocide et qui a violé deux injonctions de la Cour Internationale de Justice.

Il est aussi en quête de chaque euro pour le budget. Il supprime 4000 postes d'enseignants et baisse le budget de la santé, de l'écologie, de la justice.

Laisser partir l'argent du contribuable dans le financement de la mort est donc un double scand...";israel, genocide, cour internationale de justice;;;;;
0193;Twitter;jerome_buisson;RN;2023-10-10;P1_choc;"🔴📣 Aujourd’hui en commission des affaires étrangères, j’ai demandé à Mme la ministre des Affaires étrangères une plus grande transparence dans l’attribution des aides au développement versées par l’Union européenne 🇪🇺

Il est inacceptable que le moindre centime de l’argent des Français bénéficie à des organisations terroristes telles que le Hamas 🇫🇷🇮🇱";hamas;;;;;
0194;Twitter;gabrielamard;LFI;2024-05-29;P4_rafah;"Villefranche-Sur-Saône, le jardin de l’hôtel de ville est bondé !

Quel fierté de voir le peuple se lever contre le génocide en cours en #Palestine.

Honte aux apologistes de la haine et des crimes de guerre de l’extrême droite de Netanyahou.

Cessez le génocide ! Cessez le feu !";palestine, netanyahou, genocide, crimes de guerre;;;;;
0195;Twitter;pycadalen;LFI-NFP;2025-04-18;P7_cessez_feu;"Soutien à toi @RimaHas.

Les défenseurs des libertés sont à tes côtés pour dénoncer l'ignoble intimidation que tu subis. 

D'où vient-elle ? De ce que tu défends le droit des Palestiniens et le droit international.

Juste idéal et justes principes que nous partageons.";palestiniens, palestinien, droit international;;;;;
0196;Twitter;oliviagregoire;REN;2023-01-18;P0_pre_7oct;"La #shrinkflation n’est en soi pas illégale tant que le consommateur est informé.

Même si l’enquête de la @dgccrf ne relève pas une pratique généralisée, je serai vigilante à améliorer l’information du consommateur et lui donner les moyens de se défendre.
lemonde.fr/economie/article/…";illegal, illegale;;;;;
0197;Twitter;nathalieoziol;LFI-NFP;2024-02-24;P3_post_cij;Vraiment bravo et merci à eux de dénoncer le massacre insupportable qui se déroule sous nos yeux à Gaza;gaza, massacre;;;;;
0198;Twitter;nathalieoziol;LFI-NFP;2024-06-01;P4_rafah;"« Vous savez ce qu’il y a à faire le 9 juin, n’oubliez pas d’aller voter »
« LFI ! LFI ! »

Incroyable accueil à la manifestation pour la Palestine à La Paillade.";palestine;;;;;
0199;Twitter;abomangoli;LFI-NFP;2025-06-04;P7_cessez_feu;"🇵🇸 Alors que l’armée israélienne « se prépare » à l’arrivée du navire Flotilla, à bord duquel se trouvent @RimaHas et Greta Thunberg, des experts des Nations unies viennent de demander qu’un passage sécurisé soit garanti.   

Hier soir, des drones de surveillance ont survolé le navire, malgré la présence d’aide humanitaire à bord, destinée à la population de la bande de Gaza.  L’accès du navire doit être assuré et sécurisé. Le droit international humanitaire doit être respecté.

Nos yeux sont su...";israelien, israel, gaza, israelienne, armee israelienne, bande de gaza, droit international, nations unies, aide humanitaire;;;;;
0200;Twitter;pacolombani;LIOT;2025-07-14;P7_cessez_feu;"Ce matin, j’étais présent à la cérémonie du 14 juillet à Portivechju, place Henri Giraud, aux côtés du maire Jean-Christophe Angelini, des élus, des représentants civils et militaires, des anciens combattants et di U Cunsigliu pà l’Avvena.

Un moment de mémoire et de respect, pour ne jamais oublier les sacrifices du passé.

📸 : Cità di Portivechju";crif, civils;;;;;
0201;Twitter;constancelegrip;EPR;2025-05-30;P7_cessez_feu;"Propos très clairs de @priscathevenot .
Libérer tous les otages🎗️, installer un cessez-le-feu immédiat et durable, démilitariser totalement le Hamas, distribuer largement l'aide humanitaire sans qu'elle soit détournée par le Hamas, exclure définitivement ce dernier de toute gouvernance future de Gaza et d'un Etat palestinien lorsqu'il verra le jour. Faut-il le rappeler ? Le Hamas vient de refuser, pour la nième fois, un accord de cessez-le-feu, alors qu'Israël l'avait accepté.";israel, gaza, palestinien, hamas, etat palestinien, otage, otages, aide humanitaire, cessez-le-feu;;;;;
0202;Assemblee;M. Nicolas Turquois;MODEM;2024-03-28;P3_post_cij;aucun mot n est bien sur assez fort ni assez significatif pour designer le 17 octobre 1961 si pour beaucoup d entre nous il s agit d un chapitre de notre histoire commune avec l algerie pour beaucoup de nos compatriotes et de nos amis algeriens il s agit d un souvenir dans une memoire vive d une date sanglante qui nous lie dans la violence on ne peut juger comprendre et denoncer un evenement historique sans tenir compte du contexte celui d une guerre qui pendant bien trop longtemps n a pas voulu dire son nom et qui a fait des victimes militaires des victimes des deux cotes de la mediterranee et des deux cotes de la seine des victimes civiles algeriennes et des victimes civiles et policieres francaises nous connaissons la succession de drames de tragedies et de conflits qui ont ponctue l un...;7 octobre, victimes civiles;;;;;
0203;Assemblee;M. Julien Odoul;RN;2025-05-06;P7_cessez_feu;l intervention du depute fiche s raphael arnault donne une nouvelle fois la preuve que lfi alimente l antisemitisme dans notre pays exclamations sur les bancs du groupe lfi nfp cette intervention delirante qui dressait des paralleles scandaleux montre la haine maladive a l egard de l etat d israel qui gangrene l extreme gauche francaise si l antisemitisme prospere partout dans notre societe et particulierement dans l enseignement superieur c est la faute des deputes d extreme gauche qui l alimentent et qui surfent sur la haine de cet etat applaudissements sur les bancs du groupe rn quand vous parlez de genocide quand votre collegue evoque huit bombes atomiques tombees sur gaza quand vous depeignez la democratie israelienne comme un etat bourreau et fasciste vous mettez une cible dans le do...;israelien, israel, gaza, israelienne, antisemitisme, genocide;;;;;
0204;Twitter;arenasrodrigo_;inconnu;2024-05-19;P4_rafah;"eelv.fr/les-ecologistes-soli… eelv dit : « Boycott des biens produits dans les colonies israéliennes en Cisjordanie.
Désinvestissement des entreprises étrangères tirant profit de la colonisation. » 

L’adversaire c’est lfi qui a proposé la tête de liste aux européens à eelv ou le RN ?";israelien, israel, israeliennes, israelienne, cisjordanie, colonisation, colonies;;;;;
0205;Assemblee;M. Erwan Balanant;DEM;2025-11-18;P7_cessez_feu;quand on connait la situation humanitaire que traverse gaza entendre que nous jetterions de l argent par les fenetres en apportant notre aide franchement cela resume vingt ans de mon combat contre vos idees politiques applaudissements sur les bancs des groupes dem lfi nfp soc ecos et sur plusieurs bancs du groupe epr exclamations sur les bancs du groupe rn vous faites honte aux francais tolle sur les bancs du groupe rn;gaza;;;;;
0206;Assemblee;Mme Michèle Tabarot;LR;2025-06-25;P7_cessez_feu;le role de washington a ete decisif dans la preservation de l equilibre strategique comme l a rappele a juste titre le chancelier merz il n y a aucune raison de condamner l action d israel et des etats unis c est une position que nous aurions aime que la france et l union europeenne relaient elles qui ont eu raison de laisser une chance aux negociations mais qui ont donne ensuite l impression d hesiter sur la conduite a tenir vis a vis de nos allies;israel;;;;;
0207;Twitter;francois_ruffin;ECO-NFP;2024-03-29;P3_post_cij;"Hier matin, nous avons voté à l'Assemblée nationale la reconnaissance et la condamnation des massacres des Algériens du 17 octobre 1961.

Que la France fasse son travail de mémoire, ne ferme plus les yeux sur les crimes de son histoire coloniale.";7 octobre, massacre;;;;;
